Periodo,ID,Sector,Campaña,Lider,Fecha Ingreso,FECHA Monitoreo,% NOTA,NOTA,Rango,Estado,Motivo ,Año,Tipo de error ,EA,EG
202302,6622,Reclamos,Reclamos,JS,9/15/2021,2/22/2023,84.83%,84.83,4,Activo,Reclamos/MDP,2023,,0,0
202303,6622,Reclamos,Reclamos,JS,9/15/2021,3/6/2023,90.55%,90.55,5,Activo,Reclamos/MDP,2023,,0,0
202304,6622,Reclamos,Reclamos,JS,9/15/2021,4/11/2023,90.20%,90.20,5,Activo,Reclamos/MDP,2023,,0,0
202304,6622,Reclamos,Reclamos,JS,9/15/2021,4/24/2023,88.28%,88.28,5,Activo,Reclamos/MDP,2023,,0,0
202305,6622,Reclamos,Reclamos,JS,9/15/2021,5/4/2023,88.63%,88.63,5,Activo,Reclamos/MDP,2023,,0,0
202305,6622,Reclamos,Reclamos,JS,9/15/2021,5/16/2023,83.33%,83.33,4,Activo,Reclamos/MDP,2023,,0,0
202306,6622,Reclamos,Reclamos,JS,9/15/2021,6/6/2023,59.50%,59.50,2,Activo,Reclamos/MDP,2023,,0,0
202306,6622,Reclamos,Reclamos,JS,9/15/2021,6/27/2023,95.28%,95.28,6,Activo,Reclamos/MDP,2023,,0,0
202306,6622,Reclamos,Reclamos,JS,9/15/2021,6/28/2023,74.10%,74.10,3,Activo,Reclamos/MDP,2023,,0,0
202307,6622,Reclamos,Reclamos,JS,9/15/2021,7/10/2023,88.55%,88.55,5,Activo,Reclamos/MDP,2023,,0,0
202307,6622,Reclamos,Reclamos,JS,9/15/2021,7/24/2023,92.00%,92.00,6,Activo,Reclamos/MDP,2023,,0,0
202308,6622,Reclamos,Reclamos,JS,9/15/2021,8/4/2023,75.12%,75.12,3,Activo,Reclamos/MDP,2023,,0,0
202308,6622,Reclamos,Reclamos,JS,9/15/2021,8/15/2023,98.00%,98.00,6,Activo,Reclamos/MDP,2023,,0,0
202309,6622,Reclamos,Reclamos,JS,9/15/2021,9/21/2023,100.00%,100.00,6,Activo,Reclamos/MDP,2023,,0,0
202309,6622,Reclamos,Reclamos,JS,9/15/2021,9/27/2023,91.52%,91.52,6,Activo,Reclamos/MDP,2023,,0,0
202310,6622,Reclamos,Reclamos,JS,9/15/2021,10/12/2023,91.35%,91.35,6,Activo,Reclamos/MDP,2023,,0,0
202206,2449,Reclamos,Reclamos,MF,5/23/2023,6/1/2022,75.25%,75.25,3,Baja,Reclamos/MDP,2022,,0,0
202206,6238,Reclamos,Reclamos,MF,9/15/2021,6/2/2022,83.38%,83.38,4,Baja,Reclamos/MDP,2022,,0,0
202206,2449,Reclamos,Reclamos,MF,5/23/2023,6/10/2022,77.10%,77.10,3,Baja,Reclamos/MDP,2022,,0,0
202206,6238,Reclamos,Reclamos,MF,9/15/2021,6/13/2022,100.00%,100.00,6,Baja,Reclamos/MDP,2022,,0,0
202206,6238,Reclamos,Reclamos,MF,9/15/2021,6/22/2022,88.00%,88.00,5,Baja,Reclamos/MDP,2022,,0,0
202206,6238,Reclamos,Reclamos,MF,9/15/2021,6/27/2022,40.19%,40.19,1,Baja,Reclamos/MDP,2022,,0,0
202206,2449,Reclamos,Reclamos,MF,5/23/2023,6/29/2022,42.22%,42.22,1,Baja,Reclamos/MDP,2022,,0,0
202207,6238,Reclamos,Reclamos,MF,9/15/2021,7/7/2022,83.90%,83.90,4,Baja,Reclamos/MDP,2022,,0,0
202207,2449,Reclamos,Reclamos,MF,5/23/2023,7/8/2022,72.16%,72.16,3,Baja,Reclamos/MDP,2022,,0,0
202207,2449,Reclamos,Reclamos,MF,5/23/2023,7/26/2022,69.13%,69.13,2,Baja,Reclamos/MDP,2022,,0,0
202207,6238,Reclamos,Reclamos,MF,9/15/2021,7/27/2022,100.00%,100.00,6,Baja,Reclamos/MDP,2022,,0,0
202208,2449,Agro-Nacion,Reclamos,MF,5/23/2023,8/1/2022,79.90%,79.90,3,Baja,Reclamos/MDP,2022,,0,0
202208,6238,Agro-Nacion,Reclamos,MF,9/15/2021,8/1/2022,83.38%,83.38,4,Baja,Reclamos/MDP,2022,,0,0
202208,2449,Pyme,Reclamos,MF,5/23/2023,8/10/2022,75.94%,75.94,3,Baja,Reclamos/MDP,2022,,0,0
202208,6238,Pyme,Reclamos,MF,9/15/2021,8/10/2022,86.88%,86.88,5,Baja,Reclamos/MDP,2022,,0,0
202208,6238,Corporativa,Reclamos,MF,9/15/2021,8/18/2022,100.00%,100.00,6,Baja,Reclamos/MDP,2022,,0,0
202208,2449,Corporativa,Reclamos,MF,5/23/2023,8/23/2022,90.50%,90.50,5,Baja,Reclamos/MDP,2022,,0,0
202208,6238,Bancat,Reclamos,MF,9/15/2021,8/23/2022,100.00%,100.00,6,Baja,Reclamos/MDP,2022,,0,0
202208,2449,Bancat,Reclamos,MF,5/23/2023,8/29/2022,90.13%,90.13,5,Baja,Reclamos/MDP,2022,,0,0
202209,6238,Bancat,Reclamos,MF,9/15/2021,9/6/2022,87.68%,87.68,5,Baja,Reclamos/MDP,2022,,0,0
202209,2449,Agro-Nacion,Reclamos,MF,5/23/2023,9/7/2022,83.75%,83.75,4,Baja,Reclamos/MDP,2022,,0,0
202209,6238,Corporativa,Reclamos,MF,9/15/2021,9/12/2022,100.00%,100.00,6,Baja,Reclamos/MDP,2022,,0,0
202209,2449,Corporativa,Reclamos,MF,5/23/2023,9/13/2022,75.25%,75.25,3,Baja,Reclamos/MDP,2022,,0,0
202209,6238,Pyme,Reclamos,MF,9/15/2021,9/20/2022,93.63%,93.63,6,Baja,Reclamos/MDP,2022,,0,0
202209,2449,Pyme,Reclamos,MF,5/23/2023,9/23/2022,92.13%,92.13,6,Baja,Reclamos/MDP,2022,,0,0
202209,6238,Pyme,Reclamos,MF,9/15/2021,9/29/2022,100.00%,100.00,6,Baja,Reclamos/MDP,2022,,0,0
202210,2449,Pyme,Reclamos,MF,5/23/2023,10/14/2022,74.00%,74.00,3,Baja,Reclamos/MDP,2022,,0,0
202210,6238,Agro-Nacion,Reclamos,MF,9/15/2021,10/14/2022,86.88%,86.88,5,Baja,Reclamos/MDP,2022,,0,0
202210,2449,Pyme,Reclamos,MF,5/23/2023,10/25/2022,74.00%,74.00,3,Baja,Reclamos/MDP,2022,,0,0
202210,6238,Agro-Nacion,Reclamos,MF,9/15/2021,10/26/2022,86.88%,86.88,5,Baja,Reclamos/MDP,2022,,0,0
202211,6238,Bancat,Reclamos,MF,9/15/2021,11/3/2022,100.00%,100.00,6,Baja,Reclamos/MDP,2022,,0,0
202211,6238,Bancat,Reclamos,MF,9/15/2021,11/16/2022,91.25%,91.25,6,Baja,Reclamos/MDP,2022,,0,0
202211,2449,Pyme,Reclamos,MF,5/23/2023,11/16/2022,92.72%,92.72,6,Baja,Reclamos/MDP,2022,,0,0
202211,6238,Bancat,Reclamos,MF,9/15/2021,11/25/2022,91.24%,91.24,6,Baja,Reclamos/MDP,2022,,0,0
202211,2449,Pyme,Reclamos,MF,5/23/2023,11/28/2022,92.94%,92.94,6,Baja,Reclamos/MDP,2022,,0,0
202212,6238,Bancat,Reclamos,MF,9/15/2021,12/12/2022,82.50%,82.50,4,Baja,Reclamos/MDP,2022,,0,0
202212,2449,Agro-Nacion,Reclamos,MF,5/23/2023,12/14/2022,45.50%,45.50,1,Baja,Reclamos/MDP,2022,,0,0
202212,2449,Agro-Nacion,Reclamos,MF,5/23/2023,12/27/2022,95.63%,95.63,6,Baja,Reclamos/MDP,2022,,0,0
202212,6238,Corporativa,Reclamos,MF,9/15/2021,12/27/2022,100.00%,100.00,6,Baja,Reclamos/MDP,2022,,0,0
202301,2449,Agro-Nacion,Reclamos,MF,5/23/2023,1/3/2023,83.38%,83.38,4,Baja,Reclamos/MDP,2023,,0,0
202301,6238,Pyme,Reclamos,MF,9/15/2021,1/4/2023,82.50%,82.50,4,Baja,Reclamos/MDP,2023,,0,0
202301,6238,Pyme,Reclamos,MF,9/15/2021,1/20/2023,86.88%,86.88,5,Baja,Reclamos/MDP,2023,,0,0
202301,2449,Agro-Nacion,Reclamos,MF,5/23/2023,1/20/2023,95.63%,95.63,6,Baja,Reclamos/MDP,2023,,0,0
202302,6238,Pyme,Reclamos,MF,9/15/2021,2/1/2023,81.95%,81.95,4,Baja,Reclamos/MDP,2023,,0,0
202302,2449,Agro-Nacion,Reclamos,MF,5/23/2023,2/2/2023,71.13%,71.13,3,Baja,Reclamos/MDP,2023,,0,0
202302,2449,Agro-Nacion,Reclamos,MF,5/23/2023,2/10/2023,91.25%,91.25,6,Baja,Reclamos/MDP,2023,,0,0
202302,6238,Pyme,Reclamos,MF,9/15/2021,2/14/2023,91.25%,91.25,6,Baja,Reclamos/MDP,2023,,0,0
202303,2449,Agro-Nacion,Reclamos,MF,5/23/2023,3/1/2023,100.00%,100.00,6,Baja,Reclamos/MDP,2023,,0,0
202303,2449,Pyme,Reclamos,MF,5/23/2023,3/6/2023,84.25%,84.25,4,Baja,Reclamos/MDP,2023,,0,0
202303,6238,Pyme,Reclamos,MF,9/15/2021,3/6/2023,86.88%,86.88,5,Baja,Reclamos/MDP,2023,,0,0
202303,6238,Agro-Nacion,Reclamos,MF,9/15/2021,3/13/2023,100.00%,100.00,6,Baja,Reclamos/MDP,2023,,0,0
202303,2449,Reclamos,Reclamos,MF,5/23/2023,3/23/2023,75.18%,75.18,3,Baja,Reclamos/MDP,2023,,0,0
202304,6238,Agro-Nacion,Reclamos,MF,9/15/2021,4/3/2023,86.88%,86.88,5,Baja,Reclamos/MDP,2023,,0,0
202304,2449,Reclamos,Reclamos,MF,5/23/2023,4/13/2023,63.45%,63.45,2,Baja,Reclamos/MDP,2023,,0,0
202304,6238,Agro-Nacion,Reclamos,MF,9/15/2021,4/14/2023,82.50%,82.50,4,Baja,Reclamos/MDP,2023,,0,0
202304,2449,Reclamos,Reclamos,MF,5/23/2023,4/24/2023,89.35%,89.35,5,Baja,Reclamos/MDP,2023,,0,0
202305,6238,Pyme,Reclamos,MF,9/15/2021,5/3/2023,86.88%,86.88,5,Baja,Reclamos/MDP,2023,,0,0
202305,2449,Reclamos,Reclamos,MF,5/23/2023,5/3/2023,88.44%,88.44,5,Baja,Reclamos/MDP,2023,,0,0
202208,6622,Previaje,Reclamos,MCL,9/15/2021,8/17/2022,100.00%,100.00,6,Activo,Reclamos/MDP,2022,,0,0
202209,6622,Previaje,Reclamos,MCL,9/15/2021,9/1/2022,88.62%,88.62,5,Activo,Reclamos/MDP,2022,,0,0
202209,6622,Previaje,Reclamos,MCL,9/15/2021,9/22/2022,100.00%,100.00,6,Activo,Reclamos/MDP,2022,,0,0
202204,2449,Reclamos,Reclamos,RB,5/23/2023,4/4/2022,89.78%,89.78,5,Baja,Reclamos/MDP,2022,,0,0
202204,2449,Reclamos,Reclamos,RB,5/23/2023,4/22/2022,81.33%,81.33,4,Baja,Reclamos/MDP,2022,,0,0
202205,2449,Reclamos,Reclamos,RB,5/23/2023,5/24/2022,83.75%,83.75,4,Baja,Reclamos/MDP,2022,,0,0
202205,6238,Reclamos,Reclamos,RB,9/15/2021,5/27/2022,37.25%,37.25,1,Baja,Reclamos/MDP,2022,,0,0
202205,2449,Reclamos,Reclamos,RB,5/23/2023,5/28/2022,81.10%,81.10,4,Baja,Reclamos/MDP,2022,,0,0
202208,2502,Reclamos,Reclamos,BF,7/5/2022,8/2/2022,81.94%,81.94,4,Activo,Reclamos/MDP/Hay equipo,2022,,0,0
202208,2502,Reclamos,Reclamos,BF,7/5/2022,8/17/2022,93.00%,93.00,6,Activo,Reclamos/MDP/Hay equipo,2022,,0,0
202208,2502,Reclamos,Reclamos,BF,7/5/2022,8/29/2022,91.78%,91.78,6,Activo,Reclamos/MDP/Hay equipo,2022,,0,0
202209,2502,Reclamos,Reclamos,JS,7/5/2022,9/12/2022,95.63%,95.63,6,Activo,Reclamos/MDP/Hay equipo,2022,,0,0
202209,2502,Reclamos,Reclamos,JS,7/5/2022,9/23/2022,95.63%,95.63,6,Activo,Reclamos/MDP/Hay equipo,2022,,0,0
202210,2502,Reclamos,Reclamos,JS,7/5/2022,10/12/2022,95.24%,95.24,6,Activo,Reclamos/MDP/Hay equipo,2022,,0,0
202210,2502,Reclamos,Reclamos,JS,7/5/2022,10/25/2022,100.00%,100.00,6,Activo,Reclamos/MDP/Hay equipo,2022,,0,0
202211,2502,Reclamos,Reclamos,JS,7/5/2022,11/4/2022,91.46%,91.46,6,Activo,Reclamos/MDP/Hay equipo,2022,,0,0
202211,2502,Reclamos,Reclamos,JS,7/5/2022,11/11/2022,100.00%,100.00,6,Activo,Reclamos/MDP/Hay equipo,2022,,0,0
202211,2502,Reclamos,Reclamos,JS,7/5/2022,11/15/2022,100.00%,100.00,6,Activo,Reclamos/MDP/Hay equipo,2022,,0,0
202212,2502,Reclamos,Reclamos,JS,7/5/2022,12/16/2022,95.63%,95.63,6,Activo,Reclamos/MDP/Hay equipo,2022,,0,0
202301,2502,Reclamos,Reclamos,JS,7/5/2022,1/9/2023,94.17%,94.17,6,Activo,Reclamos/MDP/Hay equipo,2023,,0,0
202302,2502,Reclamos,Reclamos,JS,7/5/2022,2/17/2023,82.33%,82.33,4,Activo,Reclamos/MDP/Hay equipo,2023,,0,0
202302,2502,Reclamos,Reclamos,JS,7/5/2022,2/27/2023,91.50%,91.50,6,Activo,Reclamos/MDP/Hay equipo,2023,,0,0
202303,2502,Reclamos,Reclamos,JS,7/5/2022,3/7/2023,90.67%,90.67,5,Activo,Reclamos/MDP/Hay equipo,2023,,0,0
202303,2502,Reclamos,Reclamos,JS,7/5/2022,3/21/2023,95.09%,95.09,6,Activo,Reclamos/MDP/Hay equipo,2023,,0,0
202304,2502,Reclamos,Reclamos,JS,7/5/2022,4/12/2023,56.50%,56.50,2,Activo,Reclamos/MDP/Hay equipo,2023,,0,0
202304,2502,Reclamos,Reclamos,JS,7/5/2022,4/21/2023,96.08%,96.08,6,Activo,Reclamos/MDP/Hay equipo,2023,,0,0
202305,2502,Reclamos,Reclamos,JS,7/5/2022,5/3/2023,93.00%,93.00,6,Activo,Reclamos/MDP/Hay equipo,2023,,0,0
202305,2502,Reclamos,Reclamos,JS,7/5/2022,5/16/2023,83.50%,83.50,4,Activo,Reclamos/MDP/Hay equipo,2023,,0,0
202306,2502,Reclamos,Reclamos,JS,7/5/2022,6/5/2023,90.67%,90.67,5,Activo,Reclamos/MDP/Hay equipo,2023,,0,0
202306,2502,Reclamos,Reclamos,JS,7/5/2022,6/26/2023,79.00%,79.00,3,Activo,Reclamos/MDP/Hay equipo,2023,,0,0
202307,2502,Reclamos,Reclamos,JS,7/5/2022,7/11/2023,79.83%,79.83,3,Activo,Reclamos/MDP/Hay equipo,2023,,0,0
202307,2502,Reclamos,Reclamos,JS,7/5/2022,7/18/2023,84.22%,84.22,4,Activo,Reclamos/MDP/Hay equipo,2023,,0,0
202308,2502,Reclamos,Reclamos,JS,7/5/2022,8/10/2023,82.75%,82.75,4,Activo,Reclamos/MDP/Hay equipo,2023,,0,0
202308,2502,Reclamos,Reclamos,JS,7/5/2022,8/28/2023,93.00%,93.00,6,Activo,Reclamos/MDP/Hay equipo,2023,,0,0
202310,2502,Reclamos,Reclamos,JS,7/5/2022,10/6/2023,79.88%,79.88,3,Activo,Reclamos/MDP/Hay equipo,2023,,0,0
202201,2303,Reclamos,Reclamos,BF,1/10/2022,1/4/2022,80.93%,80.93,4,Activo,Reclamos/Social,2022,,0,0
202202,2303,Reclamos,Reclamos,BF,1/10/2022,2/4/2022,90.94%,90.94,5,Activo,Reclamos/Social,2022,,0,0
202203,2303,Reclamos,Reclamos,BF,1/10/2022,3/9/2022,58.85%,58.85,2,Activo,Reclamos/Social,2022,,0,0
202204,2303,Reclamos,Reclamos,BF,1/10/2022,4/1/2022,96.50%,96.50,6,Activo,Reclamos/Social,2022,,0,0
202205,2303,Reclamos,Reclamos,BF,1/10/2022,5/5/2022,95.63%,95.63,6,Activo,Reclamos/Social,2022,,0,0
202205,2303,Reclamos,Reclamos,BF,1/10/2022,5/26/2022,91.50%,91.50,6,Activo,Reclamos/Social,2022,,0,0
202206,2303,Linea Social ,Social,BF,1/10/2022,6/3/2022,83.38%,83.38,4,Activo,Reclamos/Social,2022,,0,0
202206,2303,Linea Social ,Social,BF,1/10/2022,6/13/2022,100.00%,100.00,6,Activo,Reclamos/Social,2022,,0,0
202207,2303,Linea Social ,Social,BF,1/10/2022,7/4/2022,100.00%,100.00,6,Activo,Reclamos/Social,2022,,0,0
202207,2303,Reclamos,Reclamos,BF,1/10/2022,7/19/2022,95.24%,95.24,6,Activo,Reclamos/Social,2022,,0,0
202208,2303,Linea Social ,Social,BF,1/10/2022,8/9/2022,100.00%,100.00,6,Activo,Reclamos/Social,2022,,0,0
202208,2303,Linea Social ,Social,BF,1/10/2022,8/22/2022,96.50%,96.50,6,Activo,Reclamos/Social,2022,,0,0
202208,2303,Linea Social ,Social,BF,1/10/2022,8/30/2022,84.88%,84.88,4,Activo,Reclamos/Social,2022,,0,0
202112,2273,Reclamos,Reclamos,CD,1/10/2022,12/30/2021,81.35%,81.35,4,Baja,Reclamos/Social,2021,,0,0
202202,2273,Reclamos,Reclamos,CD,1/10/2022,2/15/2022,78.38%,78.38,3,Baja,Reclamos/Social,2022,,0,0
202203,2273,Reclamos,Reclamos,CD,1/10/2022,3/4/2022,57.08%,57.08,2,Baja,Reclamos/Social,2022,,0,0
202204,2273,Reclamos,Reclamos,CD,1/10/2022,4/1/2022,78.40%,78.40,3,Baja,Reclamos/Social,2022,,0,0
202204,2273,Reclamos,Reclamos,CD,1/10/2022,4/19/2022,81.66%,81.66,4,Baja,Reclamos/Social,2022,,0,0
202205,2445,Reclamos,Reclamos,CD,2/21/2022,5/11/2022,92.44%,92.44,6,Activo,Reclamos/Social,2022,,0,0
202205,2273,Reclamos,Reclamos,CD,1/10/2022,5/12/2022,45.63%,45.63,1,Baja,Reclamos/Social,2022,,0,0
202205,2273,Reclamos,Reclamos,CD,1/10/2022,5/17/2022,39.74%,39.74,1,Baja,Reclamos/Social,2022,,0,0
202205,2445,Reclamos,Reclamos,CD,2/21/2022,5/19/2022,81.38%,81.38,4,Activo,Reclamos/Social,2022,,0,0
202206,2445,Reclamos,Reclamos,CD,2/21/2022,6/9/2022,94.17%,94.17,6,Activo,Reclamos/Social,2022,,0,0
202206,2273,Reclamos,Reclamos,CD,1/10/2022,6/10/2022,45.00%,45.00,1,Baja,Reclamos/Social,2022,,0,0
202206,2445,Reclamos,Reclamos,CD,2/21/2022,6/28/2022,50.00%,50.00,1,Activo,Reclamos/Social,2022,,0,0
202206,2273,Reclamos,Reclamos,CD,1/10/2022,6/28/2022,63.50%,63.50,2,Baja,Reclamos/Social,2022,,0,0
202207,2445,Reclamos,Reclamos,CD,2/21/2022,7/8/2022,90.55%,90.55,5,Activo,Reclamos/Social,2022,,0,0
202207,2273,Reclamos,Reclamos,CD,1/10/2022,7/13/2022,82.44%,82.44,4,Baja,Reclamos/Social,2022,,0,0
202207,2273,Reclamos,Reclamos,CD,1/10/2022,7/26/2022,0.00%,0.00,1,Baja,Reclamos/Social,2022,,0,0
202207,2445,Reclamos,Reclamos,CD,2/21/2022,7/27/2022,91.25%,91.25,6,Activo,Reclamos/Social,2022,,0,0
202208,2273,Reclamos,Reclamos,CD,1/10/2022,8/1/2022,96.50%,96.50,6,Baja,Reclamos/Social,2022,,0,0
202208,2445,Reclamos,Reclamos,CD,2/21/2022,8/3/2022,94.17%,94.17,6,Activo,Reclamos/Social,2022,,0,0
202208,2273,Reclamos,Reclamos,CD,1/10/2022,8/17/2022,77.18%,77.18,3,Baja,Reclamos/Social,2022,,0,0
202208,2445,Reclamos,Reclamos,CD,2/21/2022,8/18/2022,100.00%,100.00,6,Activo,Reclamos/Social,2022,,0,0
202208,2273,Reclamos,Reclamos,CD,1/10/2022,8/29/2022,39.22%,39.22,1,Baja,Reclamos/Social,2022,,0,0
202208,2445,Reclamos,Reclamos,CD,2/21/2022,8/29/2022,100.00%,100.00,6,Activo,Reclamos/Social,2022,,0,0
202308,2273,Reclamos,Reclamos,KS,1/10/2022,8/2/2023,91.74%,91.74,6,Baja,Reclamos/Social,2023,,0,0
202308,2273,Reclamos,Reclamos,KS,1/10/2022,8/9/2023,95.63%,95.63,6,Baja,Reclamos/Social,2023,,0,0
202209,2445,Reclamos,Reclamos,LF,2/21/2022,9/14/2022,100.00%,100.00,6,Activo,Reclamos/Social,2022,,0,0
202209,2445,Reclamos,Reclamos,LF,2/21/2022,9/21/2022,92.13%,92.13,6,Activo,Reclamos/Social,2022,,0,0
202210,2445,Reclamos,Reclamos,LF,2/21/2022,10/11/2022,100.00%,100.00,6,Activo,Reclamos/Social,2022,,0,0
202210,2445,Reclamos,Reclamos,LF,2/21/2022,10/20/2022,100.00%,100.00,6,Activo,Reclamos/Social,2022,,0,0
202211,2445,Reclamos,Reclamos,LF,2/21/2022,11/8/2022,96.50%,96.50,6,Activo,Reclamos/Social,2022,,0,0
202211,2445,Reclamos,Reclamos,LF,2/21/2022,11/17/2022,96.50%,96.50,6,Activo,Reclamos/Social,2022,,0,0
202212,2445,Reclamos,Reclamos,LF,2/21/2022,12/7/2022,100.00%,100.00,6,Activo,Reclamos/Social,2022,,0,0
202212,2445,Reclamos,Reclamos,LF,2/21/2022,12/28/2022,96.50%,96.50,6,Activo,Reclamos/Social,2022,,0,0
202301,2445,Reclamos,Reclamos,LF,2/21/2022,1/24/2023,56.25%,56.25,2,Activo,Reclamos/Social,2023,,0,0
202301,2445,Reclamos,Reclamos,LF,2/21/2022,1/27/2023,90.67%,90.67,5,Activo,Reclamos/Social,2023,,0,0
202302,2445,Reclamos,Reclamos,LF,2/21/2022,2/9/2023,90.55%,90.55,5,Activo,Reclamos/Social,2023,,0,0
202303,2445,Reclamos,Reclamos,LF,2/21/2022,3/6/2023,100.00%,100.00,6,Activo,Reclamos/Social,2023,,0,0
202303,2445,Reclamos,Reclamos,LF,2/21/2022,3/16/2023,95.63%,95.63,6,Activo,Reclamos/Social,2023,,0,0
202304,2445,Reclamos,Reclamos,LF,2/21/2022,4/11/2023,50.75%,50.75,2,Activo,Reclamos/Social,2023,,0,0
202304,2445,Reclamos,Reclamos,LF,2/21/2022,4/19/2023,94.17%,94.17,6,Activo,Reclamos/Social,2023,,0,0
202305,2445,Reclamos,Reclamos,LF,2/21/2022,5/5/2023,81.10%,81.10,4,Activo,Reclamos/Social,2023,,0,0
202305,2445,Reclamos,Reclamos,LF,2/21/2022,5/16/2023,94.17%,94.17,6,Activo,Reclamos/Social,2023,,0,0
202305,2445,Reclamos,Reclamos,LF,2/21/2022,5/29/2023,94.17%,94.17,6,Activo,Reclamos/Social,2023,,0,0
202306,2445,Reclamos,Reclamos,LF,2/21/2022,6/6/2023,95.63%,95.63,6,Activo,Reclamos/Social,2023,,0,0
202306,2445,Reclamos,Reclamos,LF,2/21/2022,6/23/2023,100.00%,100.00,6,Activo,Reclamos/Social,2023,,0,0
202307,2445,Reclamos,Reclamos,LF,2/21/2022,7/6/2023,95.00%,95.00,6,Activo,Reclamos/Social,2023,,0,0
202307,2445,Reclamos,Reclamos,LF,2/21/2022,7/21/2023,100.00%,100.00,6,Activo,Reclamos/Social,2023,,0,0
202308,2445,Reclamos,Reclamos,LF,2/21/2022,8/3/2023,96.00%,96.00,6,Activo,Reclamos/Social,2023,,0,0
202308,2445,Reclamos,Reclamos,LF,2/21/2022,8/14/2023,92.13%,92.13,6,Activo,Reclamos/Social,2023,,0,0
202309,2445,Reclamos,Reclamos,LF,2/21/2022,9/18/2023,92.13%,92.13,6,Activo,Reclamos/Social,2023,,0,0
202309,2445,Reclamos,Reclamos,LF,2/21/2022,9/22/2023,96.00%,96.00,6,Activo,Reclamos/Social,2023,,0,0
202309,2445,Reclamos,Reclamos,LF,2/21/2022,9/26/2023,100.00%,100.00,6,Activo,Reclamos/Social,2023,,0,0
202310,2445,Reclamos,Reclamos,LF,2/21/2022,10/11/2023,100.00%,100.00,6,Activo,Reclamos/Social,2023,,0,0
202310,2445,Reclamos,Reclamos,LF,2/21/2022,10/24/2023,100.00%,100.00,6,Activo,Reclamos/Social,2023,,0,0
202207,6520,Previaje,Previaje,MCL,6/14/2022,7/18/2022,68.62%,68.62,2,Baja,Reclamos/Social,2022,,0,0
202207,6520,Previaje,Previaje,MCL,6/14/2022,7/26/2022,89.85%,89.85,5,Baja,Reclamos/Social,2022,,0,0
202208,6520,Previaje,Previaje,MCL,6/14/2022,8/9/2022,86.16%,86.16,5,Baja,Reclamos/Social,2022,,0,0
202209,6520,Previaje,Previaje,MCL,6/14/2022,9/5/2022,73.12%,73.12,3,Baja,Reclamos/Social,2022,,0,0
202209,6520,Previaje,Previaje,MCL,6/14/2022,9/14/2022,91.25%,91.25,6,Baja,Reclamos/Social,2022,,0,0
202210,6520,Reclamos,Reclamos,MCL,6/14/2022,10/6/2022,69.10%,69.10,2,Baja,Reclamos/Social,2022,,0,0
202210,6520,Previaje,Previaje,MCL,6/14/2022,10/20/2022,75.40%,75.40,3,Baja,Reclamos/Social,2022,,0,0
202211,6520,Reclamos,Reclamos,MCL,6/14/2022,11/1/2022,57.34%,57.34,2,Baja,Reclamos/Social,2022,,0,0
202211,6520,Reclamos,Reclamos,MCL,6/14/2022,11/10/2022,75.40%,75.40,3,Baja,Reclamos/Social,2022,,0,0
202212,6520,Reclamos,Reclamos,MCL,6/14/2022,12/7/2022,78.33%,78.33,3,Baja,Reclamos/Social,2022,,0,0
202305,6520,Reclamos,Reclamos,MCL,6/14/2022,5/30/2023,87.75%,87.75,5,Baja,Reclamos/Social,2023,,0,0
202306,6520,Reclamos,Reclamos,MCL,6/14/2022,6/2/2023,88.33%,88.33,5,Baja,Reclamos/Social,2023,,0,0
202309,6520,Reclamos,Reclamos,MCL,6/14/2022,9/15/2023,88.33%,88.33,5,Baja,Reclamos/Social,2023,,0,0
202309,6520,Reclamos,Reclamos,MCL,6/14/2022,9/22/2023,95.63%,95.63,6,Baja,Reclamos/Social,2023,,0,0
202209,2273,Reclamos,Reclamos,NYJ,1/10/2022,9/8/2022,92.72%,92.72,6,Baja,Reclamos/Social,2022,,0,0
202209,2273,Reclamos,Reclamos,NYJ,1/10/2022,9/22/2022,92.72%,92.72,6,Baja,Reclamos/Social,2022,,0,0
202210,2273,Reclamos,Reclamos,NYJ,1/10/2022,10/12/2022,86.74%,86.74,5,Baja,Reclamos/Social,2022,,0,0
202210,2273,Reclamos,Reclamos,NYJ,1/10/2022,10/18/2022,88.24%,88.24,5,Baja,Reclamos/Social,2022,,0,0
202211,2273,Reclamos,Reclamos,NYJ,1/10/2022,11/9/2022,89.46%,89.46,5,Baja,Reclamos/Social,2022,,0,0
202211,2273,Reclamos,Reclamos,NYJ,1/10/2022,11/18/2022,0.00%,0.00,1,Baja,Reclamos/Social,2022,,0,0
202211,2273,Reclamos,Reclamos,NYJ,1/10/2022,11/25/2022,75.50%,75.50,3,Baja,Reclamos/Social,2022,,0,0
202212,2273,Reclamos,Reclamos,NYJ,1/10/2022,12/14/2022,91.50%,91.50,6,Baja,Reclamos/Social,2022,,0,0
202212,2273,Reclamos,Reclamos,NYJ,1/10/2022,12/28/2022,78.38%,78.38,3,Baja,Reclamos/Social,2022,,0,0
202301,2273,Reclamos,Reclamos,NYJ,1/10/2022,1/4/2023,96.50%,96.50,6,Baja,Reclamos/Social,2023,,0,0
202302,2273,Reclamos,Reclamos,NYJ,1/10/2022,2/6/2023,88.63%,88.63,5,Baja,Reclamos/Social,2023,,0,0
202302,2273,Reclamos,Reclamos,NYJ,1/10/2022,2/24/2023,73.12%,73.12,3,Baja,Reclamos/Social,2023,,0,0
