Periodo,ID,Sector,Campaña,Lider,Fecha Ingreso,FECHA Monitoreo,% NOTA,NOTA,Rango,Estado,Motivo ,Año,Tipo de error ,EA,EG
202309,6148,Billetera BNA+,BNA+,SS,1/10/2022,9/4/2023,80.40%,80.40,4,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202309,6541,Reclamos,BNA+,SS,6/26/2022,9/4/2023,83.75%,83.75,4,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202309,6186,Billetera BNA+,BNA+,SS,1/10/2022,9/4/2023,100.00%,100.00,6,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202309,2475,Reclamos,BNA+,SS,6/2/2022,9/12/2023,80.83%,80.83,4,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202309,2395,Billetera BNA+,BNA+,SS,1/10/2022,9/14/2023,73.40%,73.40,3,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202309,6541,Billetera BNA+,BNA+,SS,6/26/2022,9/14/2023,89.00%,89.00,5,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202310,2395,Billetera BNA+,BNA+,SS,1/10/2022,10/3/2023,88.33%,88.33,5,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202310,6541,Billetera BNA+,BNA+,SS,6/26/2022,10/5/2023,96.00%,96.00,6,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202310,6541,Billetera BNA+,BNA+,SS,6/26/2022,10/17/2023,72.38%,72.38,3,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202310,2395,Billetera BNA+,BNA+,SS,1/10/2022,10/18/2023,47.18%,47.18,1,Activo,BiLLETERA BNA+/Reclamos,2023,Error de gestion- validacion de identidad /speech de autorizacion,0,1
202310,2475,Billetera BNA+,BNA+,SS,6/2/2022,10/18/2023,92.44%,92.44,6,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202310,2475,Billetera BNA+,BNA+,SS,6/2/2022,10/19/2023,50.22%,50.22,2,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202310,6148,Billetera BNA+,BNA+,SS,1/10/2022,10/19/2023,83.35%,83.35,4,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202310,6610,Reclamos,BNA+,SS,7/12/2022,10/19/2023,92.15%,92.15,6,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202310,6186,Reclamos,BNA+,SS,1/10/2022,10/19/2023,96.50%,96.50,6,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202310,6148,Billetera BNA+,BNA+,SS,1/10/2022,10/20/2023,81.74%,81.74,4,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202311,6541,Billetera BNA+,BNA+,SS,6/26/2022,11/1/2023,72.33%,72.33,3,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202311,2395,Billetera BNA+,BNA+,SS,1/10/2022,11/1/2023,91.25%,91.25,6,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202311,6148,Billetera BNA+,BNA+,SS,1/10/2022,11/2/2023,67.63%,67.63,2,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202311,6186,Reclamos,BNA+,SS,1/10/2022,11/7/2023,75.50%,75.50,3,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202206,2195,Reclamos,BNA+,SS,9/15/2021,6/9/2022,92.44%,92.44,6,Baja,BILLETERA BNA+/Reclamos,2022,,0,0
202206,6148,Billetera BNA+,BNA+,SS,1/10/2022,6/14/2022,38.33%,38.33,1,Activo,BILLETERA BNA+/Reclamos,2022,,0,0
202206,6186,Billetera BNA+,BNA+,SS,1/10/2022,6/15/2022,82.50%,82.50,4,Activo,BILLETERA BNA+/Reclamos,2022,,0,0
202206,6148,Billetera BNA+,BNA+,SS,1/10/2022,6/22/2022,50.00%,50.00,1,Activo,BILLETERA BNA+/Reclamos,2022,,0,0
202206,6186,Billetera BNA+,BNA+,SS,1/10/2022,6/22/2022,77.50%,77.50,3,Activo,BILLETERA BNA+/Reclamos,2022,,0,0
202206,2195,Reclamos,BNA+,SS,9/15/2021,6/23/2022,96.22%,96.22,6,Baja,BILLETERA BNA+/Reclamos,2022,,0,0
202206,6148,Billetera BNA+,BNA+,SS,1/10/2022,6/30/2022,88.33%,88.33,5,Activo,BILLETERA BNA+/Reclamos,2022,,0,0
202207,6186,Billetera BNA+,BNA+,SS,1/10/2022,7/11/2022,82.50%,82.50,4,Activo,BILLETERA BNA+/Reclamos,2022,,0,0
202207,6148,Billetera BNA+,BNA+,SS,1/10/2022,7/11/2022,83.90%,83.90,4,Activo,BILLETERA BNA+/Reclamos,2022,,0,0
202207,2195,Reclamos,BNA+,SS,9/15/2021,7/11/2022,96.50%,96.50,6,Baja,BILLETERA BNA+/Reclamos,2022,,0,0
202207,6541,Reclamos,BNA+,SS,6/26/2022,7/13/2022,83.55%,83.55,4,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202207,6186,Billetera BNA+,BNA+,SS,1/10/2022,7/22/2022,75.50%,75.50,3,Activo,BILLETERA BNA+/Reclamos,2022,,0,0
202207,6148,Billetera BNA+,BNA+,SS,1/10/2022,7/22/2022,78.83%,78.83,3,Activo,BILLETERA BNA+/Reclamos,2022,,0,0
202207,6541,Reclamos,BNA+,SS,6/26/2022,7/26/2022,100.00%,100.00,6,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202207,2195,Reclamos,BNA+,SS,9/15/2021,7/27/2022,0.00%,0.00,1,Baja,BILLETERA BNA+/Reclamos,2022,,0,0
202208,6541,Reclamos,BNA+,SS,6/26/2022,8/3/2022,73.82%,73.82,3,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202208,2195,Reclamos,BNA+,SS,9/15/2021,8/4/2022,96.50%,96.50,6,Baja,BILLETERA BNA+/Reclamos,2022,,0,0
202208,6186,Billetera BNA+,BNA+,SS,1/10/2022,8/10/2022,94.17%,94.17,6,Activo,BILLETERA BNA+/Reclamos,2022,,0,0
202208,6148,Billetera BNA+,BNA+,SS,1/10/2022,8/10/2022,100.00%,100.00,6,Activo,BILLETERA BNA+/Reclamos,2022,,0,0
202208,6541,Reclamos,BNA+,SS,6/26/2022,8/18/2022,91.50%,91.50,6,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202208,2195,Reclamos,BNA+,SS,9/15/2021,8/18/2022,96.50%,96.50,6,Baja,BILLETERA BNA+/Reclamos,2022,,0,0
202208,6148,Billetera BNA+,BNA+,SS,1/10/2022,8/24/2022,78.13%,78.13,3,Activo,BILLETERA BNA+/Reclamos,2022,,0,0
202208,6186,Billetera BNA+,BNA+,SS,1/10/2022,8/25/2022,79.00%,79.00,3,Activo,BILLETERA BNA+/Reclamos,2022,,0,0
202208,2195,Reclamos,BNA+,SS,9/15/2021,8/26/2022,88.63%,88.63,5,Baja,BILLETERA BNA+/Reclamos,2022,,0,0
202209,6186,Billetera BNA+,BNA+,SS,1/10/2022,9/5/2022,73.17%,73.17,3,Activo,BILLETERA BNA+/Reclamos,2022,,0,0
202209,6148,Billetera BNA+,BNA+,SS,1/10/2022,9/5/2022,87.68%,87.68,5,Activo,BILLETERA BNA+/Reclamos,2022,,0,0
202209,2195,Reclamos,BNA+,SS,9/15/2021,9/13/2022,96.22%,96.22,6,Baja,BILLETERA BNA+/Reclamos,2022,,0,0
202209,2195,Reclamos,BNA+,SS,9/15/2021,9/22/2022,46.50%,46.50,1,Baja,BILLETERA BNA+/Reclamos,2022,,0,0
202209,6148,Billetera BNA+,BNA+,SS,1/10/2022,9/22/2022,91.25%,91.25,6,Activo,BILLETERA BNA+/Reclamos,2022,,0,0
202209,6186,Billetera BNA+,BNA+,SS,1/10/2022,9/22/2022,91.25%,91.25,6,Activo,BILLETERA BNA+/Reclamos,2022,,0,0
202209,2195,Reclamos,BNA+,SS,9/15/2021,9/29/2022,89.25%,89.25,5,Baja,BILLETERA BNA+/Reclamos,2022,,0,0
202210,2395,Reclamos,BNA+,SS,1/10/2022,10/6/2022,58.00%,58.00,2,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202210,6148,Billetera BNA+,BNA+,SS,1/10/2022,10/12/2022,78.12%,78.12,3,Activo,BILLETERA BNA+/Reclamos,2022,,0,0
202210,6186,Billetera BNA+,BNA+,SS,1/10/2022,10/13/2022,86.88%,86.88,5,Activo,BILLETERA BNA+/Reclamos,2022,,0,0
202210,6148,Billetera BNA+,BNA+,SS,1/10/2022,10/21/2022,87.96%,87.96,5,Activo,BILLETERA BNA+/Reclamos,2022,,0,0
202210,6186,Billetera BNA+,BNA+,SS,1/10/2022,10/24/2022,63.38%,63.38,2,Activo,BILLETERA BNA+/Reclamos,2022,,0,0
202210,2395,Reclamos,BNA+,SS,1/10/2022,10/24/2022,93.00%,93.00,6,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202210,6186,Billetera BNA+,BNA+,SS,1/10/2022,10/28/2022,80.40%,80.40,4,Activo,BILLETERA BNA+/Reclamos,2022,,0,0
202211,6148,Billetera BNA+,BNA+,SS,1/10/2022,11/1/2022,87.68%,87.68,5,Activo,BILLETERA BNA+/Reclamos,2022,,0,0
202211,6186,Billetera BNA+,BNA+,SS,1/10/2022,11/2/2022,88.33%,88.33,5,Activo,BILLETERA BNA+/Reclamos,2022,,0,0
202211,2395,Reclamos,BNA+,SS,1/10/2022,11/4/2022,79.74%,79.74,3,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202211,6148,Billetera BNA+,BNA+,SS,1/10/2022,11/10/2022,50.25%,50.25,2,Activo,BILLETERA BNA+/Reclamos,2022,,0,0
202211,6186,Billetera BNA+,BNA+,SS,1/10/2022,11/11/2022,74.17%,74.17,3,Activo,BILLETERA BNA+/Reclamos,2022,,0,0
202211,2395,Reclamos,BNA+,SS,1/10/2022,11/14/2022,91.25%,91.25,6,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202211,6148,Billetera BNA+,BNA+,SS,1/10/2022,11/22/2022,77.46%,77.46,3,Activo,BILLETERA BNA+/Reclamos,2022,,0,0
202211,6186,Billetera BNA+,BNA+,SS,1/10/2022,11/23/2022,87.17%,87.17,5,Activo,BILLETERA BNA+/Reclamos,2022,,0,0
202212,6148,Billetera BNA+,BNA+,SS,1/10/2022,12/6/2022,83.00%,83.00,4,Activo,BILLETERA BNA+/Reclamos,2022,,0,0
202212,6186,Billetera BNA+,BNA+,SS,1/10/2022,12/6/2022,100.00%,100.00,6,Activo,BILLETERA BNA+/Reclamos,2022,,0,0
202212,2395,Reclamos,BNA+,SS,1/10/2022,12/16/2022,94.50%,94.50,6,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202212,6148,Billetera BNA+,BNA+,SS,1/10/2022,12/29/2022,86.88%,86.88,5,Activo,BILLETERA BNA+/Reclamos,2022,,0,0
202212,6186,Billetera BNA+,BNA+,SS,1/10/2022,12/30/2022,91.25%,91.25,6,Activo,BILLETERA BNA+/Reclamos,2022,,0,0
202301,6148,Billetera BNA+,BNA+,SS,1/10/2022,1/6/2023,56.50%,56.50,2,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202301,2395,Reclamos,BNA+,SS,1/10/2022,1/9/2023,88.33%,88.33,5,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202301,6186,Billetera BNA+,BNA+,SS,1/10/2022,1/10/2023,94.17%,94.17,6,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202301,6186,Billetera BNA+,BNA+,SS,1/10/2022,1/13/2023,74.00%,74.00,3,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202301,2395,Reclamos,BNA+,SS,1/10/2022,1/23/2023,95.00%,95.00,6,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202302,6148,Billetera BNA+,BNA+,SS,1/10/2022,2/2/2023,61.17%,61.17,2,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202302,6186,Billetera BNA+,BNA+,SS,1/10/2022,2/3/2023,81.50%,81.50,4,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202302,2395,Reclamos,BNA+,SS,1/10/2022,2/3/2023,82.17%,82.17,4,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202302,6148,Billetera BNA+,BNA+,SS,1/10/2022,2/13/2023,79.18%,79.18,3,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202302,6186,Billetera BNA+,BNA+,SS,1/10/2022,2/15/2023,0.00%,0.00,1,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202302,2395,Reclamos,BNA+,SS,1/10/2022,2/22/2023,88.00%,88.00,5,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202303,6148,Billetera BNA+,BNA+,SS,1/10/2022,3/2/2023,68.17%,68.17,2,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202303,6186,Billetera BNA+,BNA+,SS,1/10/2022,3/2/2023,78.38%,78.38,3,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202303,2395,Reclamos,BNA+,SS,1/10/2022,3/6/2023,78.63%,78.63,3,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202303,6148,Billetera BNA+,BNA+,SS,1/10/2022,3/13/2023,87.13%,87.13,5,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202303,6186,Billetera BNA+,BNA+,SS,1/10/2022,3/13/2023,89.17%,89.17,5,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202303,2395,Reclamos,BNA+,SS,1/10/2022,3/16/2023,71.90%,71.90,3,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202304,6148,Billetera BNA+,BNA+,SS,1/10/2022,4/4/2023,69.38%,69.38,2,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202304,2395,Reclamos,BNA+,SS,1/10/2022,4/5/2023,90.67%,90.67,5,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202304,6186,Billetera BNA+,BNA+,SS,1/10/2022,4/10/2023,91.50%,91.50,6,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202304,6186,Billetera BNA+,BNA+,SS,1/10/2022,4/14/2023,75.17%,75.17,3,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202304,6148,Billetera BNA+,BNA+,SS,1/10/2022,4/18/2023,74.00%,74.00,3,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202304,2395,Reclamos,BNA+,SS,1/10/2022,4/21/2023,88.00%,88.00,5,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202304,6148,Billetera BNA+,BNA+,SS,1/10/2022,4/24/2023,77.50%,77.50,3,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202304,6186,Billetera BNA+,BNA+,SS,1/10/2022,4/25/2023,87.75%,87.75,5,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202305,2395,Reclamos,BNA+,SS,1/10/2022,5/3/2023,74.00%,74.00,3,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202305,6148,Billetera BNA+,BNA+,SS,1/10/2022,5/8/2023,62.63%,62.63,2,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202305,6186,Billetera BNA+,BNA+,SS,1/10/2022,5/9/2023,90.63%,90.63,5,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202305,2395,Reclamos,BNA+,SS,1/10/2022,5/16/2023,75.50%,75.50,3,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202305,6148,Billetera BNA+,BNA+,SS,1/10/2022,5/18/2023,61.12%,61.12,2,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202305,6186,Billetera BNA+,BNA+,SS,1/10/2022,5/19/2023,67.88%,67.88,2,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202306,6148,Billetera BNA+,BNA+,SS,1/10/2022,6/2/2023,80.68%,80.68,4,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202306,2395,Reclamos,BNA+,SS,1/10/2022,6/5/2023,26.50%,26.50,1,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202306,6186,Billetera BNA+,BNA+,SS,1/10/2022,6/5/2023,83.63%,83.63,4,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202306,6148,Billetera BNA+,BNA+,SS,1/10/2022,6/14/2023,75.40%,75.40,3,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202306,6186,Billetera BNA+,BNA+,SS,1/10/2022,6/14/2023,87.13%,87.13,5,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202306,6148,Billetera BNA+,BNA+,SS,1/10/2022,6/15/2023,75.40%,75.40,3,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202306,6148,Billetera BNA+,BNA+,SS,1/10/2022,6/16/2023,77.00%,77.00,3,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202306,2395,Reclamos,BNA+,SS,1/10/2022,6/22/2023,100.00%,100.00,6,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202306,2395,Reclamos,BNA+,SS,1/10/2022,6/28/2023,87.13%,87.13,5,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202307,6186,Billetera BNA+,BNA+,SS,1/10/2022,7/1/2023,93.00%,93.00,6,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202307,2395,Reclamos,BNA+,SS,1/10/2022,7/11/2023,91.00%,91.00,6,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202307,2395,Reclamos,BNA+,SS,1/10/2022,7/19/2023,96.50%,96.50,6,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202307,6148,Billetera BNA+,BNA+,SS,1/10/2022,7/24/2023,84.25%,84.25,4,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202307,6186,Billetera BNA+,BNA+,SS,1/10/2022,7/31/2023,91.50%,91.50,6,Activo,BILLETERA BNA+/Reclamos,2023,,0,0
202204,2395,Reclamos,BNA+,SG,1/10/2022,4/4/2022,65.15%,65.15,2,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202204,2395,Reclamos,BNA+,SG,1/10/2022,4/22/2022,27.84%,27.84,1,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202205,2395,Reclamos,BNA+,SG,1/10/2022,5/9/2022,83.67%,83.67,4,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202205,5015,Reclamos,BNA+,SG,1/10/2022,5/12/2022,16.68%,16.68,1,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202205,5015,Reclamos,BNA+,SG,1/10/2022,5/20/2022,68.40%,68.40,2,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202206,2395,Reclamos,BNA+,SG,1/10/2022,6/6/2022,83.67%,83.67,4,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202206,5015,Reclamos,BNA+,SG,1/10/2022,6/9/2022,55.45%,55.45,2,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202206,2475,Reclamos,BNA+,SG,6/2/2022,6/10/2022,93.00%,93.00,6,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202206,2395,Reclamos,BNA+,SG,1/10/2022,6/21/2022,70.68%,70.68,3,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202206,5015,Reclamos,BNA+,SG,1/10/2022,6/28/2022,21.62%,21.62,1,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202206,2475,Reclamos,BNA+,SG,6/2/2022,6/29/2022,51.29%,51.29,2,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202207,2395,Reclamos,BNA+,SG,1/10/2022,7/5/2022,29.83%,29.83,1,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202207,2475,Reclamos,BNA+,SG,6/2/2022,7/11/2022,76.13%,76.13,3,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202207,5015,Reclamos,BNA+,SG,1/10/2022,7/11/2022,78.90%,78.90,3,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202207,5015,Reclamos,BNA+,SG,1/10/2022,7/21/2022,84.50%,84.50,4,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202207,2475,Reclamos,BNA+,SG,6/2/2022,7/25/2022,78.05%,78.05,3,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202207,2395,Reclamos,BNA+,SG,1/10/2022,7/25/2022,88.00%,88.00,5,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202208,2475,Reclamos,BNA+,SG,6/2/2022,8/3/2022,83.28%,83.28,4,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202208,2395,Reclamos,BNA+,SG,1/10/2022,8/8/2022,80.68%,80.68,4,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202208,2395,Reclamos,BNA+,SG,1/10/2022,8/18/2022,38.63%,38.63,1,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202208,2475,Reclamos,BNA+,SG,6/2/2022,8/18/2022,73.12%,73.12,3,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202208,2395,Reclamos,BNA+,SG,1/10/2022,8/25/2022,88.63%,88.63,5,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202208,2475,Reclamos,BNA+,SG,6/2/2022,8/29/2022,80.25%,80.25,4,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202209,2395,Reclamos,BNA+,SG,1/10/2022,9/9/2022,89.85%,89.85,5,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202209,2475,Reclamos,BNA+,SG,6/2/2022,9/14/2022,41.78%,41.78,1,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202209,2395,Reclamos,BNA+,SG,1/10/2022,9/22/2022,0.00%,0.00,1,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202209,2475,Reclamos,BNA+,SG,6/2/2022,9/22/2022,84.94%,84.94,4,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202209,2395,Reclamos,BNA+,SG,1/10/2022,9/28/2022,44.50%,44.50,1,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202209,2475,Reclamos,BNA+,SG,6/2/2022,9/29/2022,83.96%,83.96,4,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202210,2475,Reclamos,BNA+,SG,6/2/2022,10/11/2022,76.16%,76.16,3,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202210,2475,Reclamos,BNA+,SG,6/2/2022,10/19/2022,88.28%,88.28,5,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202211,5015,Reclamos,BNA+,SG,1/10/2022,11/3/2022,77.83%,77.83,3,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202211,5015,Reclamos,BNA+,SG,1/10/2022,11/9/2022,57.12%,57.12,2,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202211,2475,Reclamos,BNA+,SG,6/2/2022,11/10/2022,71.62%,71.62,3,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202211,2475,Reclamos,BNA+,SG,6/2/2022,11/17/2022,80.18%,80.18,4,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202211,5015,Reclamos,BNA+,SG,1/10/2022,11/23/2022,65.67%,65.67,2,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202212,5015,Reclamos,BNA+,SG,1/10/2022,12/6/2022,91.50%,91.50,6,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202212,2475,Reclamos,BNA+,SG,6/2/2022,12/14/2022,83.44%,83.44,4,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202212,2475,Reclamos,BNA+,SG,6/2/2022,12/28/2022,77.32%,77.32,3,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202212,5015,Reclamos,BNA+,SG,1/10/2022,12/29/2022,69.06%,69.06,2,Activo,BiLLETERA BNA+/Reclamos,2022,,0,0
202301,2475,Reclamos,BNA+,SG,6/2/2022,1/5/2023,55.88%,55.88,2,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202301,5015,Reclamos,BNA+,SG,1/10/2022,1/10/2023,63.32%,63.32,2,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202301,5015,Reclamos,BNA+,SG,1/10/2022,1/19/2023,62.80%,62.80,2,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202301,2475,Reclamos,BNA+,SG,6/2/2022,1/25/2023,77.60%,77.60,3,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202302,5015,Reclamos,BNA+,SG,1/10/2022,2/2/2023,25.56%,25.56,1,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202302,5015,Reclamos,BNA+,SG,1/10/2022,2/14/2023,87.05%,87.05,5,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202302,2475,Reclamos,BNA+,SG,6/2/2022,2/24/2023,74.10%,74.10,3,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202303,5015,Reclamos,BNA+,VG,1/10/2022,3/2/2023,58.83%,58.83,2,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202303,5015,Reclamos,BNA+,VG,1/10/2022,3/13/2023,73.75%,73.75,3,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202304,5015,Reclamos,BNA+,VG,1/10/2022,4/5/2023,88.33%,88.33,5,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202304,5015,Reclamos,BNA+,VG,1/10/2022,4/19/2023,62.10%,62.10,2,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202304,5015,Reclamos,BNA+,VG,1/10/2022,4/24/2023,74.00%,74.00,3,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202305,5015,Reclamos,BNA+,VG,1/10/2022,5/8/2023,0.00%,0.00,1,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202305,5015,Reclamos,BNA+,VG,1/10/2022,5/18/2023,77.18%,77.18,3,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202305,5015,Billetera BNA+,BNA+,VG,1/10/2022,5/24/2023,83.83%,83.83,4,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202306,5015,Billetera BNA+,BNA+,VG,1/10/2022,6/2/2023,100.00%,100.00,6,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202306,5015,Billetera BNA+,BNA+,VG,1/10/2022,6/14/2023,81.63%,81.63,4,Activo,BiLLETERA BNA+/Reclamos,2023,,0,0
202304,6693,Hay Equipo,BNA+,MC,8/3/2022,4/21/2023,100.00%,100.00,6,Activo,Hay Equipo,2023,,0,0
202304,6693,Hay Equipo,BNA+,MC,8/3/2022,4/26/2023,100.00%,100.00,6,Activo,Hay Equipo,2023,,0,0
202305,6693,Hay Equipo,BNA+,MC,8/3/2022,5/10/2023,95.00%,95.00,6,Activo,Hay Equipo,2023,,0,0
202305,6693,Hay Equipo,BNA+,MC,8/3/2022,5/18/2023,95.00%,95.00,6,Activo,Hay Equipo,2023,,0,0
202306,6693,Hay Equipo,BNA+,MC,8/3/2022,6/2/2023,100.00%,100.00,6,Activo,Hay Equipo,2023,,0,0
202306,6693,Hay Equipo,BNA+,MC,8/3/2022,6/26/2023,100.00%,100.00,6,Activo,Hay Equipo,2023,,0,0
202307,6693,Hay Equipo,BNA+,MC,8/3/2022,7/7/2023,100.00%,100.00,6,Activo,Hay Equipo,2023,,0,0
202307,6693,Hay Equipo,BNA+,MC,8/3/2022,7/18/2023,100.00%,100.00,6,Activo,Hay Equipo,2023,,0,0
202307,6693,Hay Equipo,BNA+,MC,8/3/2022,7/27/2023,95.00%,95.00,6,Activo,Hay Equipo,2023,,0,0
202308,6693,Hay Equipo,BNA+,MC,8/3/2022,8/10/2023,100.00%,100.00,6,Activo,Hay Equipo,2023,,0,0
202308,6693,Hay Equipo,BNA+,MC,8/3/2022,8/23/2023,100.00%,100.00,6,Activo,Hay Equipo,2023,,0,0
