ID,NOTA,Rango,Año,EA,EG,BT
5077,90.67,5,2022,0,0,0
6096,59.17,2,2022,0,0,0
2351,70.50,3,2022,0,0,0
2326,85.67,5,2022,0,0,0
5077,96.50,6,2022,0,0,0
6708,100.00,6,2022,0,0,0
5075,82.50,4,2022,0,0,0
6563,85.67,5,2022,0,0,0
2326,71.90,3,2022,0,0,0
6096,76.67,3,2022,0,0,0
6708,79.00,3,2022,0,0,0
5075,80.16,4,2022,0,0,0
5077,83.67,4,2022,0,0,0
6563,88.33,5,2022,0,0,0
6096,90.67,5,2022,0,0,0
6563,76.67,3,2022,0,0,0
6096,82.50,4,2022,0,0,0
2326,90.28,5,2022,0,0,0
6708,90.67,5,2022,0,0,0
5077,57.83,2,2022,0,0,0
5075,90.67,5,2022,0,0,0
2326,69.63,2,2022,0,0,0
5075,89.17,5,2022,0,0,0
5077,88.33,5,2022,0,0,0
6563,88.33,5,2022,0,0,0
6096,100.00,6,2022,0,0,0
6708,100.00,6,2022,0,0,0
2326,79.83,3,2022,0,0,0
5075,84.18,4,2022,0,0,0
5077,84.83,4,2022,0,0,0
6708,95.00,6,2022,0,0,0
6096,96.50,6,2022,0,0,0
6563,87.75,5,2022,0,0,0
2326,68.35,2,2022,0,0,0
5075,79.18,3,2022,0,0,0
6563,79.18,3,2022,0,0,0
6096,79.83,3,2022,0,0,0
5077,90.20,5,2022,0,0,0
6708,91.25,6,2022,0,0,0
2326,62.17,2,2022,0,0,0
2326,74.00,3,2022,0,0,0
6563,50.50,2,2022,0,0,0
6096,59.17,2,2022,0,0,0
5075,69.17,2,2022,0,0,0
5077,94.17,6,2022,0,0,0
6708,95.63,6,2022,0,0,0
5077,22.34,1,2023,0,0,0
6096,71.33,3,2023,0,0,0
6708,79.83,3,2023,0,0,0
5075,76.33,3,2023,0,0,0
6563,78.38,3,2023,0,0,0
6708,49.83,1,2023,0,0,0
6096,62.50,2,2023,0,0,0
5075,48.17,1,2023,0,0,0
5077,59.83,2,2023,0,0,0
6563,82.50,4,2023,0,0,0
6708,64.67,2,2023,0,0,0
2326,74.00,3,2023,0,0,0
6096,91.00,6,2023,0,0,0
6563,75.50,3,2023,0,0,0
5077,76.33,3,2023,0,0,0
5075,91.50,6,2023,0,0,0
5075,75.68,3,2023,0,0,0
2326,69.63,2,2023,0,0,0
5077,78.96,3,2023,0,0,0
6708,100.00,6,2023,0,0,0
6563,80.44,4,2023,0,0,0
6096,42.50,1,2023,0,0,0
6206,82.50,4,2022,0,0,0
6206,85.75,5,2022,0,0,0
6206,83.38,4,2022,0,0,0
6206,89.25,5,2022,0,0,0
6206,76.50,3,2022,0,0,0
6206,70.50,3,2023,0,0,0
6206,67.17,2,2023,0,0,0
6206,70.50,3,2023,0,0,0
6206,77.50,3,2023,0,0,0
6206,83.33,4,2023,0,0,0
6206,73.13,3,2023,0,0,0
6811,100.00,6,2023,0,0,0
2222,65.70,2,2022,0,0,0
2222,84.18,4,2022,0,0,0
2222,87.19,5,2022,0,0,0
2222,74.50,3,2022,0,0,0
2351,41.33,1,2022,0,0,0
2351,53.00,2,2022,0,0,0
2222,43.90,1,2022,0,0,0
2222,75.83,3,2022,0,0,0
2222,67.43,2,2022,0,0,0
2351,69.63,2,2022,0,0,0
2222,78.03,3,2022,0,0,0
2351,62.42,2,2022,0,0,0
2222,34.18,1,2022,0,0,0
2222,21.62,1,2022,0,0,0
2351,62.13,2,2022,0,0,0
2351,78.13,3,2022,0,0,0
2222,80.40,4,2022,0,0,0
6708,100.00,6,2023,0,0,0
6708,93.00,6,2023,0,0,0
6708,82.50,4,2023,0,0,0
6708,100.00,6,2023,0,0,0
6708,80.12,4,2023,0,0,0
6708,90.63,5,2023,0,0,0
6708,83.38,4,2023,0,0,0
6708,100.00,6,2023,0,0,0
6708,94.17,6,2023,0,0,0
6597,95.63,6,2022,0,0,0
6611,89.22,5,2022,0,0,0
6611,82.17,4,2022,0,0,0
2326,49.34,1,2022,0,0,0
2326,20.40,1,2022,0,0,0
2326,63.07,2,2022,0,0,0
2326,91.50,6,2023,0,0,0
6563,69.67,2,2023,0,0,0
6096,63.50,2,2023,0,0,0
6563,64.13,2,2023,0,0,0
2326,100.00,6,2023,0,0,0
6563,73.75,3,2023,0,0,0
6096,61.75,2,2023,0,0,0
2326,89.17,5,2023,0,0,0
6096,0.00,1,2023,0,0,0
2326,74.00,3,2023,0,0,0
6563,100.00,6,2023,0,0,0
6096,43.13,1,2023,0,0,0
6563,78.13,3,2023,0,0,0
2326,81.88,4,2023,0,0,0
2326,89.17,5,2023,0,0,0
6096,66.75,2,2023,0,0,0
6096,88.33,5,2023,0,0,0
2326,97.85,6,2023,0,0,0
2326,87.17,5,2023,0,0,0
6096,95.00,6,2023,0,0,0
6096,76.33,3,2023,0,0,0
2326,91.50,6,2023,0,0,0
6096,78.38,3,2023,0,0,0
2326,85.55,5,2023,0,0,0
6708,89.17,5,2023,0,0,0
2326,83.33,4,2023,0,0,0
6708,70.50,3,2023,0,0,0
6096,94.17,6,2023,0,0,0
5077,68.17,2,2023,0,0,0
2326,79.83,3,2023,0,0,0
6096,86.00,5,2023,0,0,0
6708,93.00,6,2023,0,0,0
6145,63.18,2,2023,0,1,0
2326,82.50,4,2023,0,0,0
5077,85.67,5,2023,0,0,0
6096,91.00,6,2023,0,0,0
6708,95.63,6,2023,0,0,0
6096,68.50,2,2023,0,0,0
6708,76.67,3,2023,0,0,0
2326,84.85,4,2023,0,0,0
5077,90.67,5,2023,0,0,0
5077,76.33,3,2023,0,0,0
6096,83.83,4,2023,0,0,0
2326,88.33,5,2023,0,0,0
6096,82.17,4,2023,0,0,0
6708,96.50,6,2023,0,0,0
6708,93.00,6,2023,0,0,0
5077,72.00,3,2023,0,0,0
2326,89.17,5,2023,0,0,0
5077,60.67,2,2023,0,0,0
6096,87.17,5,2023,0,0,0
6708,93.00,6,2023,0,0,0
6096,0.00,1,2023,1,0,0
5077,73.50,3,2023,0,0,0
6708,90.67,5,2023,0,0,0
6096,74.88,3,2023,0,0,0
6708,79.00,3,2023,0,0,0
5077,76.67,3,2023,0,0,0
5077,33.75,1,2023,0,0,0
5077,92.44,6,2023,0,0,0
5077,72.83,3,2023,0,0,0
5077,75.17,3,2023,0,0,0
5077,85.67,5,2023,0,0,0
5077,80.13,4,2023,0,0,0
5077,71.90,3,2023,0,0,0
5077,85.67,5,2023,0,0,0
5077,84.00,4,2023,0,0,0
5077,75.18,3,2023,0,0,0
6084,29.00,1,2021,0,0,0
6084,83.90,4,2021,0,0,0
6084,38.75,1,2022,0,0,0
6084,16.38,1,2022,0,0,0
6084,77.84,3,2022,0,0,0
6084,23.17,1,2022,0,0,0
6084,29.18,1,2022,0,0,0
6084,94.17,6,2022,0,0,0
6084,88.33,5,2023,0,0,0
6084,88.33,5,2023,0,0,0
6084,100.00,6,2023,0,0,0
6084,94.17,6,2023,0,0,0
6084,87.17,5,2023,0,0,0
6084,70.83,3,2023,0,0,0
6084,88.33,5,2023,0,0,0
2475,61.22,2,2023,0,0,0
6084,76.67,3,2023,0,0,0
5154,79.38,3,2023,0,0,0
6084,82.50,4,2022,0,0,0
6084,100.00,6,2022,0,0,0
6084,95.00,6,2022,0,0,0
6084,94.17,6,2022,0,0,0
6084,80.12,4,2022,0,0,0
6084,96.50,6,2022,0,0,0
6084,59.17,2,2022,0,0,0
6206,100.00,6,2022,0,0,0
6206,88.33,5,2022,0,0,0
6084,100.00,6,2022,0,0,0
6084,46.50,1,2022,0,0,0
6206,66.13,2,2022,0,0,0
6084,100.00,6,2022,0,0,0
6611,71.38,3,2022,0,0,0
6084,74.67,3,2022,0,0,0
6206,100.00,6,2022,0,0,0
6611,94.17,6,2022,0,0,0
6084,100.00,6,2022,0,0,0
6084,39.88,1,2022,0,0,0
6084,0.00,1,2022,0,0,0
6084,91.25,6,2022,0,0,0
6084,69.17,2,2022,0,0,0
6084,62.50,2,2023,0,0,0
6084,88.33,5,2023,0,0,0
6084,74.63,3,2023,0,0,0
6084,90.67,5,2023,0,0,0
6084,100.00,6,2023,0,0,0
6084,100.00,6,2023,0,0,0
6084,90.67,5,2023,0,0,0
6084,77.50,3,2023,0,0,0
6084,95.63,6,2023,0,0,0
6084,79.83,3,2023,0,0,0
6084,100.00,6,2023,0,0,0
6084,94.17,6,2023,0,0,0
6084,94.17,6,2023,0,0,0
6084,88.33,5,2023,0,0,0
6084,82.50,4,2023,0,0,0
5171,77.71,3,2022,0,0,0
5171,38.48,1,2022,0,0,0
5171,76.62,3,2022,0,0,0
6206,53.75,2,2022,0,0,0
5171,83.90,4,2022,0,0,0
6206,93.00,6,2022,0,0,0
5171,96.50,6,2022,0,0,0
5171,21.62,1,2022,0,0,0
6206,64.34,2,2022,0,0,0
5171,0.00,1,2022,0,0,0
6206,14.62,1,2022,0,0,0
5171,79.00,3,2022,0,0,0
6206,68.50,2,2022,0,0,0
6206,57.38,2,2022,0,0,0
5171,76.62,3,2022,0,0,0
5171,71.62,3,2022,0,0,0
6206,83.00,4,2022,0,0,0
5171,40.68,1,2022,0,0,0
6206,73.13,3,2022,0,0,0
6096,95.00,6,2023,0,0,0
6563,79.83,3,2023,0,0,0
6563,91.78,6,2023,0,0,0
6563,86.78,5,2023,0,0,0
6563,100.00,6,2023,0,0,0
2482,36.62,1,2022,0,0,0
2482,81.46,4,2022,0,0,0
2482,76.38,3,2022,0,0,0
2482,86.50,5,2022,0,0,0
2482,89.22,5,2022,0,0,0
6521,56.50,2,2023,0,0,0
6521,95.00,6,2023,0,0,0
6521,91.25,6,2023,0,0,0
2241,81.90,4,2021,0,0,0
2241,84.53,4,2022,0,0,0
2241,96.50,6,2022,0,0,0
6145,83.90,4,2022,0,0,0
2241,79.38,3,2022,0,0,0
6145,80.13,4,2022,0,0,0
2241,81.88,4,2022,0,0,0
6145,84.83,4,2022,0,0,0
2241,91.50,6,2022,0,0,0
6145,84.88,4,2022,0,0,0
2241,95.00,6,2022,0,0,0
2241,94.17,6,2022,0,0,0
6145,79.00,3,2022,0,0,0
6145,94.17,6,2022,0,0,0
2241,96.22,6,2022,0,0,0
6145,83.90,4,2022,0,0,0
6145,87.05,5,2022,0,0,0
6145,68.78,2,2022,0,0,0
6145,65.04,2,2023,0,0,0
6145,92.00,6,2023,0,0,0
6145,0.00,1,2023,0,0,0
6145,63.25,2,2023,0,0,0
6541,100.00,6,2022,0,0,0
6541,96.50,6,2022,0,0,0
6541,96.50,6,2022,0,0,0
6541,48.38,1,2022,0,0,0
6541,87.17,5,2022,0,0,0
6541,100.00,6,2022,0,0,0
6541,100.00,6,2022,0,0,0
6541,94.17,6,2022,0,0,0
6541,85.68,5,2022,0,0,0
6541,100.00,6,2022,0,0,0
2482,93.00,6,2022,0,0,0
2482,100.00,6,2022,0,0,0
2482,95.24,6,2022,0,0,0
2482,95.63,6,2022,0,0,0
2482,100.00,6,2022,0,0,0
2482,100.00,6,2022,0,0,0
2482,0.00,1,2022,0,0,0
2482,92.44,6,2022,0,0,0
6811,90.28,5,2023,0,0,0
6811,61.23,2,2023,0,0,0
6811,80.00,3,2023,0,0,0
6811,91.74,6,2023,0,0,0
2475,74.10,3,2023,0,0,0
6811,88.94,5,2023,0,0,0
2475,76.90,3,2023,0,0,0
6811,95.28,6,2023,0,0,0
6811,74.89,3,2023,0,0,0
6811,100.00,6,2023,0,0,0
6811,88.63,5,2023,0,0,0
6811,94.17,6,2023,0,0,0
8047,86.78,5,2023,0,0,0
8047,48.63,1,2023,0,0,0
6811,47.33,1,2023,0,0,0
6811,84.03,4,2023,0,0,0
8047,83.44,4,2023,0,0,0
6811,95.28,6,2023,0,0,0
8047,80.16,4,2023,0,0,0
2482,94.17,6,2023,0,0,0
6811,88.63,5,2023,0,0,0
2482,56.74,2,2023,0,0,0
8047,78.16,3,2023,0,0,0
6811,100.00,6,2023,0,0,0
2482,94.22,6,2023,0,0,0
6811,83.90,4,2023,0,0,0
8047,83.94,4,2023,0,0,0
6811,96.22,6,2023,0,0,0
8047,78.55,3,2023,0,0,0
6811,84.18,4,2023,0,0,0
2482,82.50,4,2023,0,0,0
6811,85.13,5,2023,0,0,0
2482,89.22,5,2023,0,0,0
2482,87.05,5,2023,0,0,0
6811,84.83,4,2023,0,0,0
8047,77.50,3,2023,0,0,0
6811,93.35,6,2023,0,0,0
2482,87.05,5,2023,0,0,0
8047,95.63,6,2023,0,0,0
6811,60.24,2,2023,0,1,0
8047,52.75,2,2023,0,1,0
2482,72.00,3,2023,0,0,0
2482,85.44,5,2023,0,0,0
8047,100.00,6,2023,0,0,0
6145,65.25,2,2022,0,0,0
6145,18.84,1,2022,0,0,0
6145,72.32,3,2022,0,0,0
6145,69.06,2,2022,0,0,0
6145,78.13,3,2022,0,0,0
6145,88.55,5,2022,0,0,0
2195,96.50,6,2022,0,0,0
2195,100.00,6,2022,0,0,0
2195,100.00,6,2022,0,0,0
2195,96.08,6,2022,0,0,0
2195,88.66,5,2023,0,0,0
2195,92.72,6,2023,0,0,0
2195,91.84,6,2023,0,0,0
2195,100.00,6,2023,0,0,0
2241,77.50,3,2023,0,0,0
2241,92.13,6,2023,0,0,0
2241,87.75,5,2023,0,0,0
2241,93.28,6,2023,0,0,0
2241,94.17,6,2023,0,0,0
2241,76.50,3,2023,0,0,0
2241,94.17,6,2023,0,0,0
2241,83.90,4,2023,0,0,0
2241,88.33,5,2023,0,0,0
2241,84.83,4,2023,0,0,0
2241,95.63,6,2023,0,0,0
2241,89.25,5,2023,0,0,0
6742,78.13,3,2022,0,0,0
6742,79.12,3,2022,0,0,0
6742,88.63,5,2022,0,0,0
6742,0.00,1,2022,0,0,0
6742,95.28,6,2022,0,0,0
6742,0.00,1,2022,0,0,0
6742,88.45,5,2022,0,0,0
6742,92.94,6,2023,0,0,0
6742,96.50,6,2023,0,0,0
6742,98.00,6,2023,0,0,0
6742,79.18,3,2023,0,0,0
6742,100.00,6,2023,0,0,0
6742,100.00,6,2023,0,0,0
6742,90.20,5,2023,0,0,0
6742,0.00,1,2023,0,0,0
6742,0.00,1,2023,0,0,0
6742,76.62,3,2023,0,0,0
6742,100.00,6,2023,0,0,0
6742,95.28,6,2023,0,0,0
6742,53.33,2,2023,0,0,0
6742,91.46,6,2023,0,0,0
5015,0.00,1,2023,0,0,0
6742,81.10,4,2023,0,0,0
6742,90.55,5,2023,0,0,0
5015,84.55,4,2023,0,0,0
5015,53.94,2,2023,0,1,0
6742,79.90,3,2023,0,0,0
5015,87.17,5,2023,0,0,0
6742,86.50,5,2023,0,0,0
5015,94.17,6,2023,0,0,0
6742,92.72,6,2023,0,0,0
5015,75.50,3,2023,0,0,0
6742,94.17,6,2023,0,0,0
5015,0.00,1,2023,1,0,0
6742,96.50,6,2023,0,0,0
5015,87.17,5,2023,0,0,0
5015,70.95,3,2023,0,0,0
6742,100.00,6,2023,0,0,0
6742,95.24,6,2023,0,0,0
6742,93.84,6,2023,0,0,0
5015,100.00,6,2023,0,0,0
2241,100.00,6,2022,0,0,0
2241,93.46,6,2022,0,0,0
2241,78.13,3,2022,0,0,0
2241,80.12,4,2022,0,0,0
2241,73.75,3,2022,0,0,0
2241,85.67,5,2022,0,0,0
2241,84.25,4,2022,0,0,0
2241,77.50,3,2022,0,0,0
6521,48.56,1,2022,0,0,0
2241,0.00,1,2022,0,0,0
6521,0.00,1,2022,0,0,0
2241,87.44,5,2022,0,0,0
6521,81.20,4,2022,0,0,0
6521,96.50,6,2022,0,0,0
6521,93.00,6,2022,0,0,0
6521,85.13,5,2022,0,0,0
6521,100.00,6,2022,0,0,0
6521,94.66,6,2022,0,0,0
6521,91.74,6,2022,0,0,0
6521,91.74,6,2022,0,0,0
6521,91.25,6,2022,0,0,0
6521,64.83,2,2023,0,0,0
6521,68.35,2,2023,0,0,0
6521,88.63,5,2023,0,0,0
6521,73.17,3,2023,0,0,0
6521,96.50,6,2023,0,0,0
6521,96.50,6,2023,0,0,0
6521,76.33,3,2023,0,0,0
6521,90.67,5,2023,0,0,0
6521,78.38,3,2023,0,0,0
6521,69.63,2,2023,0,0,0
6521,86.88,5,2023,0,0,0
6521,81.88,4,2023,0,0,0
6521,87.13,5,2023,0,0,0
6521,78.38,3,2023,0,0,0
6521,70.50,3,2023,0,0,0
6521,79.83,3,2023,0,0,0
6521,91.50,6,2023,0,0,0
6521,89.17,5,2023,0,0,0
6521,77.50,3,2023,0,0,0
6610,100.00,6,2022,0,0,0
6610,83.67,4,2022,0,0,0
6610,76.90,3,2022,0,0,0
6610,88.63,5,2022,0,0,0
6610,88.63,5,2022,0,0,0
6610,100.00,6,2022,0,0,0
6610,70.56,3,2023,0,0,0
6610,63.33,2,2023,0,0,0
6610,88.33,5,2023,0,0,0
6610,91.24,6,2023,0,0,0
6610,94.17,6,2023,0,0,0
6610,88.33,5,2023,0,0,0
6610,86.50,5,2023,0,0,0
6610,100.00,6,2023,0,0,0
6610,84.83,4,2023,0,0,0
6610,95.28,6,2023,0,0,0
6610,58.70,2,2023,0,0,0
6610,86.33,5,2023,0,0,0
6610,79.85,3,2023,0,0,0
6610,75.40,3,2023,0,0,0
6541,74.45,3,2023,0,0,0
6145,72.60,3,2023,0,0,0
6145,68.75,2,2023,0,0,0
6145,83.66,4,2023,0,0,0
6145,0.00,1,2023,0,0,0
6145,83.33,4,2023,0,0,0
6145,79.88,3,2023,0,0,0
6145,78.90,3,2023,0,0,0
6145,91.25,6,2023,0,0,0
6145,82.17,4,2023,0,0,0
6145,58.95,2,2023,0,0,0
6145,92.72,6,2023,0,0,0
6145,82.18,4,2023,0,0,0
